id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
21101,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.9367496998,11,1,1,6,1,1,0,0,1,1,104,2,0.4795831523,1.2470543806,0.4195235393,3.6055512755,0.3,0.2,0.0,3,2,6,2,9,2,12,7,1,2,3,0,1,1,1,1,1
21102,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.3,0.5629165125,11,1,-1,0,-1,1,1,0,2,1,38,1,0.316227766,0.7484143017,0.3598610843,3.7416573868,0.9,0.5,0.4,3,2,8,2,9,0,10,6,1,5,5,0,1,0,0,0,0
21103,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1.0,1.3890194383,7,1,-1,0,-1,1,1,1,0,1,10,2,0.316227766,0.7137955815000001,0.3814446225,3.1622776602,0.0,0.0,0.7,4,3,7,2,10,4,8,6,1,4,7,0,0,1,0,1,0
21104,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1.0,7,1,-1,1,-1,12,1,0,2,1,104,3,0.3741657387,0.8654287620000001,0.3754996671,3.7416573868,0.0,0.7,0.7,2,2,7,1,11,2,6,4,1,3,8,0,1,1,0,0,0
21105,0,6,1,7,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,1.3423393759,10,0,-1,5,1,2,1,1,0,1,104,0,0.5,1.9019835231,0.4260281681000001,3.3166247904,0.8,0.3,0.3,3,2,5,3,9,1,6,10,2,1,13,0,1,1,0,0,0
21108,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.3,0.6523994175,7,1,-1,0,-1,7,1,1,2,1,96,3,0.4468780594,0.6900113784999999,0.4301162634,2.4494897428,0.3,0.4,0.3,1,3,8,4,10,3,10,6,2,1,8,0,1,1,0,0,0
21109,0,2,2,4,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.9,1.4071247279,3,1,1,0,0,1,1,1,2,1,38,3,0.316227766,0.7223269331000001,0.299165506,3.4641016151,0.7,0.3,0.3,4,4,9,5,10,3,6,3,1,3,7,0,1,1,0,0,0
21111,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.3,0.0,0.6398241946000001,7,1,-1,0,-1,0,1,1,2,1,37,2,0.316227766,0.7220694548000001,0.3754996671,3.1622776602,0.1,0.7,0.6,2,1,6,2,9,3,4,2,0,4,8,0,0,0,1,0,0
21115,0,4,1,6,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0.9,0.3,0.7211102551,7,1,-1,8,-1,4,1,0,1,1,6,3,0.4,1.0977531523,0.4121892769,3.7416573868,0.1,0.5,0.3,1,2,8,6,12,1,6,7,0,3,8,0,0,1,0,1,0
21116,0,2,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,0.4,0.7428828979000001,11,1,-1,0,-1,1,1,1,3,1,85,3,0.3741657387,0.7279684173000001,0.3974921383,3.0,0.4,0.7,0.2,3,0,9,6,10,3,11,8,2,3,6,0,1,1,1,1,0
21118,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.2,0.2,-1.0,5,1,1,0,1,0,1,1,0,1,104,3,0.4,0.6950979478,0.3195309062,2.8284271247,0.7,0.4,0.8,4,3,7,3,9,2,7,5,1,0,9,1,1,1,1,1,0
21121,1,6,1,4,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.6,0.3,0.9503288904,4,1,-1,0,1,4,1,1,0,1,104,2,0.4472135955,1.0509047656,0.4224926035,3.6055512755,0.2,0.9,0.3,3,3,9,4,11,4,5,5,1,6,11,0,1,1,0,1,0
21122,0,0,3,5,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.5,0.7794228634,11,0,-1,0,-1,10,1,1,2,1,28,3,0.3741657387,0.8877960454,0.3820994635,3.1622776602,0.0,0.8,0.3,0,1,10,2,8,2,9,6,4,2,8,0,0,1,0,0,0
21124,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.9,0.0,-1.0,7,0,1,9,1,9,1,1,1,1,104,3,0.5153639490999999,1.1998192013,0.4144876355,3.1622776602,0.3,0.1,0.6,5,2,7,2,9,4,9,4,1,3,6,0,1,0,0,0,1
21125,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4,0.0,0.5673402859000001,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.7136942652,0.3708099244,3.1622776602,0.9,0.6,0.7,2,0,8,2,8,3,10,1,0,3,11,0,0,0,0,1,0
21128,0,3,1,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0.7,0.0,0.5202163012,6,1,-1,0,1,0,1,1,0,1,39,1,0.3160696126,0.6287696237,0.3744329045000001,2.4494897428,0.6,0.9,0.9,3,1,9,2,10,2,6,4,2,1,6,0,1,0,0,1,0
21131,0,3,3,3,1,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0.4,0.3,0.595294045,6,1,-1,0,1,1,1,1,0,1,38,2,0.316227766,0.7174766387999999,0.3598610843,3.4641016151,0.6,0.1,0.9,2,1,8,4,6,1,9,7,1,1,10,0,1,1,0,1,0
21133,0,3,1,5,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,1.6,1.8010413654,11,1,0,0,1,14,1,1,0,1,29,3,0.4,0.958476753,0.3411744422,3.6055512755,0.5,0.0,0.8,3,1,8,4,8,2,6,8,4,4,9,1,0,1,1,1,0
21134,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0.8,0.6,1.1053845485,11,1,-1,0,-1,1,1,1,0,1,52,3,0.3741657387,0.7626752609999999,0.3598610843,3.4641016151,0.5,0.6,0.4,2,4,8,2,10,3,8,8,1,1,10,0,0,1,0,1,0
21137,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.7,0.6,0.9852030248,11,0,-1,0,-1,10,1,0,2,1,28,3,0.3741657387,1.0652280243,0.3820994635,3.7416573868,0.6,0.8,0.4,2,3,6,6,11,2,7,8,0,0,8,0,0,1,1,0,0
21140,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.5,1.0729631867,11,1,-1,0,-1,1,1,1,2,1,70,3,0.4242640687,0.7584510095,0.3937003937,3.0,0.6,0.1,0.7,2,2,9,3,9,2,12,5,3,2,7,0,1,1,0,0,0
21141,0,0,3,7,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.1,0.2,-1.0,6,1,-1,0,1,0,1,1,0,1,39,1,0.3160696126,0.6694175339,0.3744329045000001,2.8284271247,0.7,0.3,0.1,4,3,7,2,7,2,11,3,2,1,7,1,1,1,1,1,0
21142,0,4,1,3,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.4,0.2,0.6982120022,6,1,-1,0,1,14,1,1,0,1,42,2,0.4,0.7369245899,0.3937003937,3.1622776602,0.4,0.8,0.1,4,1,8,3,11,1,9,3,0,4,7,0,0,1,0,1,0
21143,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0.3,0.514781507,11,1,1,2,1,11,1,1,2,1,14,0,0.4241462012,0.7262777284999999,0.3340658618,2.8284271247,0.1,0.5,0.9,4,3,9,2,8,3,6,6,1,6,4,0,1,1,1,0,0
21146,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.8,0.7,1.1702029738,2,1,-1,0,-1,6,1,1,2,1,27,3,0.4,0.8798713279000001,0.3907684737,3.6055512755,0.2,0.0,0.9,0,4,9,4,9,4,7,6,2,4,5,0,0,1,0,0,0
21149,0,6,1,11,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.8,0.3,1.0151970252,11,1,1,0,1,4,1,1,2,1,48,3,0.3160696126,0.4930718352,0.30331501780000003,1.0,0.4,0.0,0.1,2,2,8,3,11,2,8,5,0,2,8,0,1,0,1,1,1
21153,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.3,0.3,-1.0,10,1,-1,0,1,0,1,1,0,1,39,1,0.3160696126,0.6909240429000001,0.3744329045000001,3.0,0.9,0.5,0.7,2,2,9,5,11,2,7,6,0,5,7,0,1,0,0,0,0
21154,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,1,1,1,2,1,65,3,0.3160696126,0.5394364982,0.35,2.4494897428,0.7,0.5,0.9,4,3,6,4,10,1,6,2,3,1,8,0,1,1,0,1,0
21155,0,1,1,11,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.4,0.85732141,11,0,1,0,1,15,1,1,2,1,104,2,0.4472135955,1.1531487615,0.32557641190000003,3.6055512755,0.9,0.8,0.1,4,3,6,2,10,1,6,7,0,1,3,0,1,1,1,0,0
21158,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.4,0.6763874629000001,7,1,-1,0,-1,1,1,1,2,1,70,3,0.4242640687,0.7458563219,0.3937003937,2.8284271247,0.2,0.9,0.4,1,3,8,2,8,5,10,2,1,2,3,0,1,1,0,1,0
21160,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.3,0.6937218463,8,1,-1,0,0,0,1,1,0,1,22,1,0.316227766,0.7244832869,0.374566416,3.1622776602,0.5,0.2,0.5,3,3,6,3,10,1,5,6,3,2,7,1,1,1,1,1,0
21161,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,1.0,1.4128871151,7,1,-1,0,-1,1,1,1,2,1,65,3,0.316227766,0.3937791049,0.354964787,0.0,0.3,0.3,0.6,4,3,8,4,9,4,4,5,2,3,6,1,0,0,0,0,0
21163,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.9,0.6,1.0825317547,11,0,1,1,1,3,1,1,2,1,104,3,0.4242640687,0.8133188817,0.354964787,2.8284271247,0.9,0.5,0.3,2,1,7,4,9,3,8,5,1,5,2,0,1,0,0,1,0
21165,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.5,0.4,0.8261355820999999,7,1,-1,0,-1,1,1,0,1,1,25,3,0.4,0.9131839676,-1.0,3.6055512755,0.8,0.8,0.1,2,3,6,3,8,3,9,7,0,3,5,0,1,1,0,1,0
21166,0,6,1,7,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.7,1.7,1.533786165,10,1,-1,8,0,8,0,1,0,1,104,3,0.5,1.003948815,0.5522680509000001,0.0,0.7,0.5,0.6,2,1,8,6,8,3,6,7,0,5,9,0,0,1,1,1,0
21168,0,0,1,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.7,0.3,0.7660776723,11,0,0,9,0,15,1,1,2,1,58,3,0.5477225575,1.3771752141,0.4358898944,2.6457513111,0.4,0.2,0.7,1,2,9,6,9,4,11,6,0,4,10,0,0,1,1,0,0
21171,0,5,3,6,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,-1.0,7,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.6987444466,0.3984971769,2.8284271247,0.8,0.6,0.1,2,3,8,4,11,3,8,4,0,7,8,1,0,1,0,1,0
21175,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,0.0,0.4582575695,11,0,0,0,1,10,1,1,0,1,89,2,0.3872983346,0.9150260801,0.33615472630000004,3.1622776602,0.8,0.4,0.6,1,4,8,3,10,2,11,4,3,3,6,0,1,1,0,0,1
21178,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.4,0.5,0.8329165623999999,11,0,-1,1,-1,9,1,1,1,1,61,3,0.4472135955,0.9997587519,0.5204805472,3.3166247904,0.9,0.8,0.6,1,3,7,1,9,2,14,7,0,3,11,0,0,0,0,0,0
21183,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.6,0.7,0.384870108,10,1,1,0,0,0,1,0,2,1,22,3,0.316227766,0.8447822351000001,0.310322413,3.7416573868,0.0,0.1,0.8,2,4,8,3,9,4,11,3,3,3,4,0,1,0,0,1,0
21185,0,2,1,3,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.6,0.4,0.577169819,7,1,0,0,0,14,1,1,2,1,68,3,0.4,0.7310131087999999,0.3443835072,2.4494897428,0.3,0.4,0.6,3,1,7,3,8,1,11,8,0,2,3,0,1,0,0,0,1
21186,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.7,0.8448372623999999,11,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.7162949898000001,0.3685105155,3.4641016151,0.1,0.6,0.0,1,4,8,3,11,4,11,7,0,5,5,0,0,0,1,0,1
21187,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.5,0.3,0.904157066,6,1,-1,0,0,11,1,1,0,1,101,3,0.3741657387,0.7693106284000001,0.3850973903,3.1622776602,0.9,0.4,0.7,1,2,8,3,10,5,9,5,1,1,6,1,0,0,0,0,0
21189,0,3,1,9,0,3,0,0,1,0,0,0,0,0,0,6,1,0,0,0.4,0.0,-1.0,11,1,-1,0,-1,15,1,1,2,1,5,2,0.4242640687,0.8253223762999999,0.4,2.8284271247,0.0,0.9,0.8,2,1,9,1,11,3,12,5,2,4,10,1,0,0,0,0,0
21201,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.0,0.7,1.1258330249,3,0,1,0,0,10,1,0,2,1,55,2,0.4472135955,1.2344905598,0.359722115,3.7416573868,0.2,0.9,0.8,1,4,9,2,9,4,11,4,4,3,7,1,0,0,1,1,0
21203,0,4,1,6,0,6,1,0,0,0,0,0,0,0,0,3,0,1,0,0.7,0.1,0.4683748499,7,0,-1,0,-1,10,1,1,2,1,28,3,0.3872983346,0.7584918703,0.378153408,2.6457513111,0.6,0.9,0.3,0,1,8,2,10,1,9,4,2,2,10,0,1,0,0,0,0
21204,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.4,0.0,0.5528336097,0,1,-1,0,0,11,1,0,0,1,104,2,0.316227766,0.921387294,0.3817066937,3.6055512755,0.3,0.1,0.6,2,1,7,3,7,1,9,4,1,4,11,0,0,1,0,0,0
21208,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1.0,7,1,0,0,0,11,1,1,2,1,101,3,0.3741657387,0.7729946062,0.3212475681,3.3166247904,0.9,0.3,0.6,3,2,6,4,7,2,9,5,2,6,10,0,1,0,0,1,0
21209,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,-1.0,10,0,-1,0,1,10,1,1,0,1,83,2,0.399374511,0.5421681298,0.3930648801,0.0,0.1,0.0,0.2,3,1,8,1,10,5,5,3,2,3,5,0,1,1,0,1,0
21210,0,3,1,7,1,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.7,0.7,0.9256754291,11,1,-1,0,-1,1,1,1,0,1,65,3,0.316227766,0.5808585837,0.3507135583,2.8284271247,0.2,0.5,0.4,4,1,7,3,4,2,7,9,4,4,10,0,1,0,0,1,0
21213,1,5,1,6,1,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0.3,0.0,0.7441438033,6,0,-1,0,0,15,1,1,0,1,5,2,0.4242640687,0.6944288336,0.3958535083,1.7320508076,0.3,0.0,0.0,2,1,9,3,8,5,12,4,1,1,15,0,1,0,1,0,0
21216,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.0,0.5517019123,7,1,-1,0,-1,1,1,0,2,1,25,3,0.3741657387,0.8615405191,-1.0,3.7416573868,0.1,0.0,0.7,3,1,8,3,10,4,4,5,2,4,8,0,1,1,0,1,0
21218,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.4,0.0,0.4730221982,7,1,-1,0,-1,11,1,1,0,1,11,2,0.316227766,0.6859420740000001,0.3687817783,3.4641016151,0.3,0.9,0.6,3,2,6,4,10,1,10,3,3,3,9,0,0,0,0,0,0
21226,0,5,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.7,1.0344080433,11,1,-1,0,-1,10,1,1,2,1,83,2,0.4242640687,0.9182718228,0.3964845520000001,3.0,0.4,0.9,0.8,3,2,7,1,10,1,7,4,2,3,6,0,1,1,0,0,0
21229,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.8,0.8,1.1960873714,9,1,1,0,0,6,1,1,2,1,27,3,0.3741657387,0.764298955,0.3204684072,3.6055512755,0.4,0.1,0.6,2,0,7,3,10,4,9,6,0,1,10,0,1,0,0,0,0
21230,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.7,0.0,0.6051859218,7,1,-1,0,-1,11,1,1,2,1,17,2,0.3741657387,0.8669791765000001,0.3903844259000001,3.6055512755,0.7,0.7,0.6,3,3,8,1,9,2,5,5,3,1,7,0,0,1,0,0,1
21231,1,0,1,6,1,4,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.4,0.8874119675,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.6992469385,0.3598610843,3.3166247904,0.2,0.6,0.2,3,2,9,2,9,3,10,8,1,4,6,0,0,0,0,0,0
21233,0,6,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.1,0.1,-1.0,2,1,-1,0,1,1,1,1,0,1,65,1,0.3152776554,0.4775756614,0.3521363372,1.4142135624,0.3,0.8,0.6,1,2,9,5,11,3,10,4,1,8,7,0,1,0,1,0,0
21236,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,0.2,0.4472135955,11,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.7031217286,0.3666060556,3.3166247904,0.1,0.1,0.5,3,4,5,5,10,3,11,7,3,4,5,0,1,1,1,1,0
21237,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0.0,0.6456585785,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.6931184770000001,0.3685105155,3.3166247904,0.9,0.7,0.7,3,2,7,4,10,1,3,5,2,0,12,1,0,1,1,0,0
21239,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,1.1,1.0422331793,11,1,-1,0,-1,10,1,1,2,1,83,2,0.4084115571,0.6348195553,0.3974921383,1.7320508076,0.9,0.8,0.2,0,3,10,4,11,2,8,0,2,3,8,0,0,1,0,1,0
21240,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.8,0.2,0.8860022573,6,1,-1,0,0,1,1,1,0,1,65,3,0.316227766,0.7224248939,0.3507135583,3.6055512755,0.0,0.1,0.7,2,3,8,2,11,2,9,3,1,4,9,0,1,0,0,0,0
21247,0,5,1,6,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.8,0.4,0.7516648189,11,1,1,0,0,0,1,1,1,1,104,3,0.4,0.7374010648999999,0.3269556545,2.8284271247,0.1,0.3,0.6,3,1,8,2,9,3,8,3,1,2,9,0,1,0,0,0,0
21250,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.1,0.2,-1.0,11,1,-1,1,-1,16,1,1,2,1,104,2,0.4,1.0102711157,0.4147288271,3.4641016151,0.3,0.4,0.3,1,0,9,6,9,2,8,5,0,0,8,0,0,1,0,1,0
21253,1,3,1,5,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,1.1,1.3157697367,10,1,-1,0,1,4,1,1,0,1,104,2,0.4472135955,1.1399035772,0.4224926035,3.4641016151,0.3,0.5,0.0,3,2,8,3,10,1,9,4,1,0,11,0,0,1,0,1,0
21256,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9,0.0,1.0102598676,10,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.6949047143000001,0.3701351105,3.1622776602,0.3,0.8,0.6,4,1,8,4,9,2,6,5,4,4,6,0,1,1,0,0,1
21259,0,5,1,6,1,6,0,1,0,0,0,0,0,0,0,11,0,1,0,0.8,0.4,0.7433034373999999,7,1,1,1,0,3,1,0,2,1,45,3,0.4,0.8746900276999999,0.3096772513,3.6055512755,0.0,0.1,0.7,1,3,7,5,11,1,6,6,0,2,11,0,0,0,0,1,1
21262,0,1,1,11,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.1,0.2,-1.0,7,1,-1,2,-1,0,1,1,2,1,100,0,0.3997499218,0.7751432818999999,0.423083916,3.4641016151,0.3,0.5,0.7,2,3,9,2,8,1,4,6,2,3,7,0,1,1,1,1,0
21263,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0.9,0.5,1.0712142643,11,1,0,0,0,4,1,1,2,1,12,3,0.4,0.7878205106999999,0.3248076354,3.4641016151,0.6,0.4,0.9,3,2,10,4,8,3,12,10,0,5,10,1,1,1,1,0,0
21272,0,2,1,5,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0.4,0.0,0.7004462862999999,7,1,-1,0,-1,1,1,1,2,1,40,2,0.423792402,0.6205835697,0.3853569774,2.2360679775,0.5,0.2,0.0,1,3,5,5,10,1,11,4,1,3,10,0,1,0,1,0,0
21273,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.1,0.2,-1.0,7,1,-1,0,-1,10,1,0,2,1,89,2,0.3872983346,1.077253548,0.388458492,3.7416573868,0.3,0.4,0.0,3,2,6,1,9,0,10,8,5,3,5,0,1,0,0,0,0
21278,0,5,1,7,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,0.3,0.7297259759999999,7,1,1,0,0,1,1,0,2,1,85,3,0.3741657387,0.9339001132,0.3459768778,3.7416573868,0.4,0.0,0.2,2,1,8,5,10,1,7,6,1,3,7,0,1,1,0,1,0
21279,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.9,0.6,1.1787175234,11,1,0,0,0,7,1,1,3,1,92,3,0.3687817783,0.6313111111,-1.0,2.4494897428,0.8,0.3,0.6,1,2,7,1,11,4,3,6,1,2,11,0,1,1,0,1,0
21282,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0.7,0.6,0.7745966692,11,1,1,0,0,14,1,1,2,1,72,3,0.4,1.1192714573,0.354541958,3.6055512755,0.7,0.5,0.6,2,2,7,0,10,4,13,9,4,1,7,0,0,0,0,0,1
21284,0,4,1,3,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.3,0.0,0.6329494451,6,1,-1,0,1,0,1,1,0,1,37,2,0.316227766,0.7087703237999999,0.3754996671,3.0,0.1,0.8,0.8,1,2,8,2,7,0,4,4,0,6,10,0,1,0,0,1,0
21285,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.0,1.0298664962,5,1,0,0,0,0,1,1,2,1,87,3,0.316227766,0.7268180397,0.3077336511,3.3166247904,0.4,0.9,0.6,3,5,8,3,8,2,4,5,1,2,10,0,1,1,1,0,0
21288,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.4,0.2,0.638846617,11,1,-1,0,-1,4,1,1,2,1,104,2,0.4,0.7269033153,0.4141255848,2.6457513111,0.5,0.5,0.9,2,0,7,1,11,4,12,4,1,2,9,0,1,1,0,0,0
21289,0,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,8,1,0,0,0.5,0.2,0.631466547,11,1,0,0,0,11,-1,1,2,1,103,3,0.316227766,0.6938335237000001,0.2887905816,3.4641016151,0.2,0.7,0.1,3,2,8,4,8,1,9,4,0,2,4,0,0,1,0,1,0
21292,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.7084933379,0.3598610843,3.3166247904,0.8,0.7,0.9,2,2,7,4,11,3,9,5,1,3,6,0,1,1,0,0,1
21295,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0.8,0.4,0.6841966092,11,1,-1,0,-1,1,1,0,2,1,51,2,0.4,0.9822456982,0.4017461885,3.7416573868,0.2,0.3,0.8,1,2,10,4,8,1,9,7,0,5,11,0,1,0,0,0,0
21301,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0.3,0.0,0.5798706752,7,1,-1,0,-1,1,1,0,2,1,80,3,0.316227766,0.8052308329000001,-1.0,3.6055512755,0.6,0.0,0.2,3,1,7,2,12,2,6,2,2,3,1,0,0,0,1,0,1
21303,0,7,1,8,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.9,0.7,1.1710038429,0,1,-1,0,1,15,1,1,0,1,5,2,0.4242640687,1.1024109567,0.4,3.4641016151,0.8,0.4,0.0,3,1,10,5,11,3,10,7,2,2,8,1,1,0,0,1,0
21304,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0.5,0.6,1.1850632894,7,1,0,0,1,0,1,1,2,0,88,3,0.3998749805,0.6185159525,0.3289376841,1.7320508076,0.1,0.1,0.0,2,1,7,3,8,2,5,3,0,3,9,1,1,1,0,1,1
21306,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.8,0.2,0.5208166664,7,1,-1,0,-1,14,1,1,2,1,104,2,0.316227766,0.5815873121,0.3937003937,2.2360679775,0.2,0.9,0.5,3,3,8,5,12,2,9,12,0,3,4,1,0,0,0,0,0
21309,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.9216154296,10,0,-1,8,1,13,1,1,0,1,4,2,0.5656854249000001,1.3103371593000002,0.5186520992,3.0,0.6,0.5,0.1,4,3,7,0,7,3,11,7,0,5,6,0,1,0,0,1,0
21310,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.2,0.2,-1.0,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.7176925837,0.3598610843,3.4641016151,0.7,0.4,0.3,2,1,10,0,12,3,11,8,0,2,13,0,0,1,0,0,0
21314,0,4,2,3,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.3,0.0,0.856592085,6,1,-1,0,0,1,1,1,0,1,64,1,0.316227766,0.5960961152,0.3619392214,2.8284271247,0.0,0.5,0.9,1,1,8,5,11,2,12,5,2,4,11,0,0,0,0,1,0
